2024-10-28T19:00:00,2,21.6
2024-10-28T20:00:00,1,14.4
2024-10-28T21:00:00,1,10.8
2024-10-28T22:00:00,0,14.4
2024-10-28T23:00:00,0,8.8
2024-10-29T00:00:00,-1,14.4
2024-10-29T01:00:00,0,18
2024-10-29T02:00:00,-0.2,10.7
2024-10-29T03:00:00,0,18
2024-10-29T04:00:00,0,18
2024-10-29T05:00:00,0.1,8.9
2024-10-29T06:00:00,0,18
2024-10-29T07:00:00,0,10.8
2024-10-29T08:00:00,1,10.8
2024-10-29T09:00:00,1,21.6
2024-10-29T10:00:00,0,21.6
2024-10-29T11:00:00,1.2,14.2
2024-10-29T12:00:00,2,18
2024-10-29T13:00:00,3,18
2024-10-29T14:00:00,3.1,16
2024-10-29T15:00:00,4,21.6
2024-10-29T16:00:00,2,18
2024-10-29T17:00:00,1.8,8.9
2024-10-29T18:00:00,2,10.8
2024-10-29T19:00:00,-1,10.8
2024-10-29T20:00:00,-2,7.2
2024-10-29T21:00:00,-2,7.2
2024-10-29T22:00:00,-3,10.8
2024-10-29T23:00:00,-0.8,7.2
2024-10-30T00:00:00,-3,7.2
2024-10-30T01:00:00,-2,7.2
2024-10-30T02:00:00,-0.6,7.1
2024-10-30T03:00:00,-1,10.8
2024-10-30T04:00:00,-1,14.4
2024-10-30T05:00:00,-0.6,10.6
2024-10-30T06:00:00,0,14.4
2024-10-30T07:00:00,0,14.4
2024-10-30T08:00:00,0.1,10.7
2024-10-30T09:00:00,0,14.4
2024-10-30T10:00:00,2,18
2024-10-30T11:00:00,3,10.8
2024-10-30T12:00:00,4,18
2024-10-30T13:00:00,4,21.6
2024-10-30T14:00:00,4.1,14.3
2024-10-30T15:00:00,4,21.6
2024-10-30T16:00:00,4,14.4
2024-10-30T17:00:00,3.4,8.9
2024-10-30T18:00:00,2,10.8
2024-10-30T19:00:00,2,10.8
2024-10-30T20:00:00,1,10.8
2024-10-30T21:00:00,2,7.2
2024-10-30T22:00:00,1,0
2024-10-30T23:00:00,1.6,3.6
2024-10-31T00:00:00,1,0
2024-10-31T01:00:00,1,7.2
2024-10-31T02:00:00,2,3.6
2024-10-31T03:00:00,1,7.2
2024-10-31T04:00:00,1,10.8
2024-10-31T05:00:00,1.1,3.6
2024-10-31T06:00:00,1,7.2
2024-10-31T07:00:00,1,10.8
2024-10-31T08:00:00,1,14.4
2024-10-31T09:00:00,2,14.4
2024-10-31T10:00:00,3,14.4
2024-10-31T11:00:00,3.9,10.6
2024-10-31T12:00:00,4,14.4
2024-10-31T13:00:00,3,16.2
2024-10-31T14:00:00,5.1,4
2024-10-31T15:00:00,5,18
2024-10-31T16:00:00,5,14.4
2024-10-31T17:00:00,4.5,10.7
2024-10-31T18:00:00,4,14.4
2024-10-31T19:00:00,4,10.8
2024-10-31T20:00:00,4,10.8
2024-10-31T21:00:00,3,7.2
2024-10-31T22:00:00,2,10.8
2024-10-31T23:00:00,2.6,3.7
2024-11-01T00:00:00,2,7.2
2024-11-01T01:00:00,2,7.2
2024-11-01T02:00:00,3.1,7.1
2024-11-01T03:00:00,3,10.8
2024-11-01T04:00:00,3,18
2024-11-01T05:00:00,2.2,12.6
2024-11-01T06:00:00,2,18
2024-11-01T07:00:00,1,18
2024-11-01T08:00:00,1,18
2024-11-01T09:00:00,2,7.2
2024-11-01T10:00:00,3,14.4
2024-11-01T11:00:00,3.3,12.4
2024-11-01T12:00:00,1,14.4
2024-11-01T13:00:00,1,18
2024-11-01T14:00:00,1.8,14.3
2024-11-01T15:00:00,2,21.6
2024-11-01T16:00:00,2,18
2024-11-01T17:00:00,1.2,10.7
2024-11-01T18:00:00,1,18
2024-11-01T19:00:00,0,21.6
2024-11-01T20:00:00,0.6,10.7
2024-11-01T21:00:00,0,18
2024-11-01T22:00:00,0,14.4
2024-11-01T23:00:00,0.3,12.7
2024-11-02T00:00:00,0,21.6
2024-11-02T01:00:00,1,25.2
2024-11-02T02:00:00,1.1,16
2024-11-02T03:00:00,2,25.2
2024-11-02T04:00:00,2,25.2
2024-11-02T05:00:00,2.5,16
2024-11-02T06:00:00,2,25.2
2024-11-02T07:00:00,3,28.8
2024-11-02T08:00:00,4,28.8
2024-11-02T09:00:00,5,21.6
2024-11-02T10:00:00,4,25.2
2024-11-02T11:00:00,3.9,18
2024-11-02T12:00:00,5,25.2
2024-11-02T13:00:00,2,32.4
2024-11-02T14:00:00,2,18
2024-11-02T15:00:00,2,21.6
2024-11-02T16:00:00,2,21.6
2024-11-02T17:00:00,1.9,17.7
2024-11-02T18:00:00,2,18
2024-11-02T19:00:00,1,10.8
2024-11-02T20:00:00,1,14.4
2024-11-02T21:00:00,1,14.4
2024-11-02T22:00:00,2,21.6
2024-11-02T23:00:00,2.8,21.3
2024-11-03T00:00:00,3,28.8
2024-11-03T01:00:00,4,36
2024-11-03T02:00:00,4.9,23.3
2024-11-03T03:00:00,6,36
2024-11-03T04:00:00,8,39.6
2024-11-03T05:00:00,8.1,26.7
2024-11-03T06:00:00,8,39.6
2024-11-03T07:00:00,9,36
2024-11-03T08:00:00,10,39.6
2024-11-03T09:00:00,11,43.2
2024-11-03T10:00:00,12,46.8
2024-11-03T11:00:00,11.4,32.1
2024-11-03T12:00:00,12,54
2024-11-03T13:00:00,14,50.4
2024-11-03T14:00:00,13.2,32.2
2024-11-03T15:00:00,13,43.2
2024-11-03T16:00:00,13,36
2024-11-03T17:00:00,12,24.9
2024-11-03T18:00:00,11,28.8
2024-11-03T19:00:00,9,21.6
2024-11-03T20:00:00,9.5,19.8
2024-11-03T21:00:00,9,28.8
2024-11-03T22:00:00,9,28.8
2024-11-03T23:00:00,9.4,23.4
2024-11-04T00:00:00,9,28.8
2024-11-04T01:00:00,9,25.2
2024-11-04T02:00:00,9.2,17.8
2024-11-04T03:00:00,9,18
2024-11-04T04:00:00,9,18
2024-11-04T05:00:00,8.1,12.5
2024-11-04T06:00:00,7,18
2024-11-04T07:00:00,6,18
2024-11-04T08:00:00,5.9,10.9
2024-11-04T09:00:00,4,10.8
2024-11-04T10:00:00,4,10.8
2024-11-04T11:00:00,2.8,14.3
2024-11-04T12:00:00,0,18
2024-11-04T13:00:00,1,10.8
2024-11-04T14:00:00,0.2,12.5
2024-11-04T15:00:00,0,18
2024-11-04T16:00:00,0,14.4
2024-11-04T17:00:00,-0.7,12.6
2024-11-04T18:00:00,-1,10.8
2024-11-04T19:00:00,-2,10.8
2024-11-04T20:00:00,-3,10.8
2024-11-04T21:00:00,-4,14.4
2024-11-04T22:00:00,-4,10.8
2024-11-04T23:00:00,-5,10.8
